OBJECTID,VALUE,long,lat,X,Y
1,1048657,-122.3161575,47.70831266,-122.3161428,47.70830684
2,841390,-122.3039573,47.61880204,-122.3039427,47.61879622
3,65000,-122.3277831,47.66989885,-122.3277685,47.66989303
4,537083,-122.3047909,47.6020379,-122.3047763,47.60203208
5,773004,-122.3143466,47.61167875,-122.314332,47.61167293
6,28107,-122.361141,47.709168,-122.3611264,47.70916218
7,58582,-122.3592046,47.70919613,-122.35919,47.70919032
8,545294,-122.3525433,47.70918478,-122.3525287,47.70917897
9,545294,-122.3525433,47.70918478,-122.3525287,47.70917897
10,72662,-122.3578309,47.70931795,-122.3578162,47.70931213
11,374643,-122.3051424,47.70929334,-122.3051277,47.70928752
12,4911793,-122.3240331,47.61100985,-122.3240185,47.61100404
13,668495,-122.2948763,47.5931191,-122.2948617,47.59311328
14,668495,-122.2948763,47.5931191,-122.2948617,47.59311328
15,502947,-122.2828685,47.70948218,-122.2828538,47.70947636
16,502947,-122.2828685,47.70948218,-122.2828538,47.70947636
17,49194,-122.2857819,47.70947615,-122.2857673,47.70947033
18,112273,-122.3578577,47.70990762,-122.357843,47.7099018
19,433462,-122.3197836,47.6289765,-122.3197836,47.6289765
20,72062,-122.3701186,47.69223708,-122.3701186,47.69223708
21,375937,-122.3196876,47.52407163,-122.3196876,47.52407163
22,0,-122.3710009,47.64391449,-122.3710009,47.64391449
23,3000,-122.3812978,47.50331565,-122.3812832,47.50330984
24,994465,-122.3144734,47.6119164,-122.3144588,47.61191058
25,67057999,-122.3407419,47.62002865,-122.3407272,47.62002284
26,54516247,-122.3419621,47.62038875,-122.3419475,47.62038294
27,54516247,-122.3419621,47.62038875,-122.3419475,47.62038294
28,19699245,-122.3757128,47.63940592,-122.3756982,47.6394001
29,19699245,-122.3757128,47.63940592,-122.3756982,47.6394001
30,19699245,-122.3757128,47.63940592,-122.3756982,47.6394001
31,51329233,-122.3466931,47.6203823,-122.3466785,47.62037648
32,68662081,-122.3446938,47.61556983,-122.3446792,47.61556402
33,370600000,-122.3427468,47.61731883,-122.3427322,47.61731301
34,24520491,-122.3888767,47.66835947,-122.388862,47.66835366
35,22626055,-122.3261937,47.64243254,-122.3261791,47.64242673
36,15038887,-122.3457069,47.6155479,-122.3456923,47.61554208
37,15038887,-122.3457069,47.6155479,-122.3456923,47.61554208
38,10068358,-122.3233997,47.65007105,-122.3233851,47.65006524
39,32588247,-122.3542598,47.69082274,-122.3542452,47.69081693
40,24613345,-122.2920946,47.66144101,-122.29208,47.66143519
41,19763230,-122.3565432,47.62230576,-122.3565286,47.62229994
42,15376984,-122.3420554,47.65715295,-122.3420408,47.65714713
43,49720565,-122.3152981,47.65766309,-122.3152835,47.65765727
44,3203426,-122.325863,47.62218901,-122.3258483,47.62218319
45,1,-122.3238875,47.68088282,-122.3238729,47.680877
46,112689266,-122.3152303,47.65902913,-122.3152157,47.65902331
47,54367547,-122.3145496,47.66205395,-122.314535,47.66204813
48,54367547,-122.3145496,47.66205395,-122.314535,47.66204813
49,0,-122.3401733,47.70337945,-122.3401586,47.70337363
50,0,-122.3351301,47.70454233,-122.3351155,47.70453651
51,0,-122.3846543,47.50940089,-122.3846397,47.50939509
52,0,-122.3650792,47.70451139,-122.3650646,47.70450558
53,0,-122.3652399,47.7045823,-122.3652252,47.70457648
54,0,-122.3652866,47.70442334,-122.365272,47.70441752
55,0,-122.2766094,47.70477046,-122.2765948,47.70476463
56,0,-122.3404101,47.70543546,-122.3403954,47.70542964
57,0,-122.3586178,47.70253533,-122.3586031,47.70252951
58,0,-122.3552542,47.63893247,-122.3552395,47.63892665
59,0,-122.3553635,47.63070474,-122.3553489,47.63069893
60,0,-122.3584372,47.70759736,-122.3584225,47.70759155
61,0,-122.2521774,47.5045135,-122.2521628,47.50450769
62,19867040,-122.3458843,47.61890056,-122.3458843,47.61890056
63,19867040,-122.3458843,47.61890056,-122.3458843,47.61890056
64,97112,-122.357922,47.7025015,-122.3579219,47.7025015
65,0,-122.3573313,47.69111893,-122.3573313,47.69111893
66,432371,-122.3583452,47.64724097,-122.3583452,47.64724097
67,371030,-122.3583452,47.64724097,-122.3583452,47.64724097
68,0,-122.3583452,47.64724097,-122.3583452,47.64724097
69,545661,-122.3473082,47.62814695,-122.3473082,47.62814695
70,39897,-122.3199571,47.62701379,-122.3199571,47.62701379
71,0,-122.3815843,47.51357714,-122.3815843,47.51357714
72,1,-122.3951855,47.51374083,-122.3951855,47.51374083
73,26620129,-122.3235159,47.7017823,-122.3235158,47.7017823
74,83542,-122.3870312,47.70172415,-122.3870312,47.70172415
75,0,-122.3477998,47.62820335,-122.3477998,47.62820335
76,66905924,-122.3213549,47.61141077,-122.3213548,47.61141077
77,46350298,-122.3231595,47.6060042,-122.3231595,47.6060042
78,37623062,-122.3243855,47.60984011,-122.3243855,47.6098401
79,855474,-122.3144879,47.59369909,-122.3144879,47.59369909
80,477969,-122.3367178,47.70184199,-122.3367178,47.70184199
81,23000,-122.3061225,47.70159185,-122.3061225,47.70159185
82,0,-122.2486034,47.5113158,-122.2486034,47.5113158
83,400000,-122.3926561,47.51344555,-122.3926561,47.51344555
84,0,-122.3926561,47.51344555,-122.3926561,47.51344555
85,420135,-122.3370357,47.70186451,-122.3370357,47.70186451
86,189586,-122.2591035,47.51118834,-122.2591035,47.51118834
87,364687,-122.375771,47.7019111,-122.375771,47.7019111
88,0,-122.375771,47.7019111,-122.375771,47.7019111
89,208093,-122.3147954,47.70177282,-122.3147954,47.70177282
90,248279,-122.3944779,47.51349209,-122.3944779,47.51349209
91,160808,-122.2591086,47.51111506,-122.2591086,47.51111506
92,0,-122.3743798,47.70223104,-122.3743798,47.70223104
93,398970,-122.305626,47.70195704,-122.305626,47.70195704
94,0,-122.305626,47.70195704,-122.305626,47.70195704
95,278473,-122.3861918,47.51297822,-122.3861918,47.51297822
96,168691,-122.3132152,47.5626439,-122.3132006,47.56263808
97,121124,-122.2894725,47.66234438,-122.2894579,47.66233856
98,258850,-122.2740816,47.53282622,-122.274067,47.53282041
99,807482,-122.2613497,47.55414155,-122.2613351,47.55413573
100,114928,-122.3894498,47.55436679,-122.3894352,47.55436098
101,6000,-122.2922091,47.6246999,-122.2921945,47.62469408
102,70000,-122.3361271,47.66851683,-122.3361125,47.66851101
103,178495,-122.3948654,47.54875668,-122.3948508,47.54875087
104,30000,-122.3592887,47.71801143,-122.359274,47.71800561
105,100000,-122.3391787,47.71745818,-122.339164,47.71745236
106,2500,-122.3161246,47.63742998,-122.3161099,47.63742416
107,10000,-122.3573036,47.71943604,-122.357289,47.71943022
108,76012,-122.3164196,47.52489106,-122.316405,47.52488525
109,485857,-122.2796476,47.63069284,-122.279633,47.63068702
110,1000,-122.3134742,47.69879909,-122.3134596,47.69879326
111,15000,-122.3162475,47.52287429,-122.3162329,47.52286848
112,234134,-122.3145088,47.71803078,-122.3144942,47.71802495
113,234134,-122.3145084,47.71813359,-122.3144937,47.71812777
114,396117,-122.3729661,47.71318941,-122.3729515,47.71318359
115,948381,-122.3142256,47.71801517,-122.314211,47.71800934
116,262904,-122.3048637,47.71825826,-122.3048491,47.71825243
117,0,-122.2842073,47.71837415,-122.2841927,47.71836832
118,4000,-122.3068411,47.63163227,-122.3068265,47.63162645
119,30000,-122.2897372,47.71865059,-122.2897226,47.71864476
120,60000,-122.2962662,47.60244695,-122.2962516,47.60244113
121,605414,-122.2910537,47.72229772,-122.2910391,47.72229189
122,50000,-122.3182292,47.64709241,-122.3182146,47.64708659
123,145803,-122.3165268,47.70107708,-122.3165122,47.70107125
124,525290,-122.3162447,47.69508729,-122.3162301,47.69508147
125,286487,-122.3717166,47.70350766,-122.3717019,47.70350185
126,598303,-122.3933158,47.51316706,-122.3933158,47.51316705
127,0,-122.3933158,47.51316706,-122.3933158,47.51316705
128,0,-122.3745559,47.70244981,-122.3745559,47.70244981
129,5000,-122.2912137,47.62763957,-122.2912137,47.62763957
130,0,-122.2871698,47.62760795,-122.2871698,47.62760795
131,313099,-122.258454,47.51081419,-122.258454,47.51081419
132,288700,-122.3389311,47.70238006,-122.3389311,47.70238006
133,249826,-122.2579669,47.51058559,-122.2579668,47.51058559
134,0,-122.3880788,47.51264398,-122.3880788,47.51264398
135,339271,-122.357648,47.70342933,-122.357648,47.70342933
136,120054,-122.357648,47.70342933,-122.357648,47.70342933
137,211301,-122.3045295,47.61898241,-122.3045295,47.61898241
138,0,-122.3045295,47.61898241,-122.3045295,47.61898241
139,123100,-122.2935354,47.60196195,-122.2935354,47.60196195
140,1,-122.2932355,47.61914349,-122.2932355,47.61914349
141,169646,-122.2923123,47.60132619,-122.2923123,47.60132619
142,20000,-122.2841803,47.61822825,-122.2841803,47.61822825
143,438392,-122.3578543,47.73071652,-122.3578543,47.73071652
144,313099,-122.2586849,47.51069326,-122.2586848,47.51069326
145,277131,-122.3389353,47.70245487,-122.3389353,47.70245487
146,0,-122.3389353,47.70245487,-122.3389353,47.70245487
147,0,-122.3820951,47.51263613,-122.3820951,47.51263613
148,332843,-122.3834349,47.51264845,-122.3834349,47.51264845
149,300465,-122.3389371,47.7025541,-122.3389371,47.7025541
150,205454,-122.2767999,47.70228825,-122.2767999,47.70228825
151,0,-122.2757687,47.70224961,-122.2757687,47.70224961
152,505585,-122.2757687,47.70224961,-122.2757687,47.70224961
153,362443,-122.338245,47.70264559,-122.338245,47.70264559
154,218985,-122.3827898,47.51253797,-122.3827898,47.51253797
155,0,-122.3827898,47.51253797,-122.3827898,47.51253797
156,446290,-122.3793701,47.5124849,-122.3793701,47.5124849
157,0,-122.3793701,47.5124849,-122.3793701,47.5124849
158,245821,-122.3833964,47.51242779,-122.3833964,47.51242779
159,292760,-122.3864414,47.51254064,-122.3864414,47.51254064
160,0,-122.2767536,47.7024704,-122.2767536,47.7024704
161,504032,-122.2767536,47.7024704,-122.2767536,47.7024704
162,295194,-122.3828091,47.51230751,-122.3828091,47.51230751
163,358295,-122.3745884,47.70299354,-122.3745884,47.70299354
164,0,-122.2502243,47.51143647,-122.2502243,47.51143647
165,397133,-122.2502243,47.51143647,-122.2502243,47.51143647
166,400000,-122.3716742,47.7030404,-122.3716742,47.7030404
167,400000,-122.3716742,47.7030404,-122.3716742,47.7030404
168,30000,-122.2505231,47.51112641,-122.250523,47.51112641
169,305418,-122.2525748,47.51013892,-122.2525748,47.51013892
170,421498,-122.2525663,47.51003759,-122.2525663,47.51003759
171,0,-122.2525663,47.51003759,-122.2525663,47.51003759
172,220000,-122.3454783,47.65436136,-122.3454783,47.65436136
173,0,-122.3586326,47.68384808,-122.358618,47.68384227
174,0,-122.3726434,47.67035254,-122.3726288,47.67034673
175,0,-122.3074388,47.71426395,-122.3074241,47.71425813
176,0,-122.2990964,47.61956377,-122.2990818,47.61955795
177,0,-122.2951009,47.71576491,-122.2950863,47.71575909
178,0,-122.2850362,47.71590693,-122.2850216,47.7159011
179,0,-122.3466929,47.63045381,-122.3466783,47.630448
180,0,-122.3736206,47.71748049,-122.373606,47.71747467
181,0,-122.3897221,47.59351856,-122.3897074,47.59351275
182,0,-122.3419276,47.66368612,-122.341913,47.6636803
183,165801,-122.3440029,47.63020287,-122.3439883,47.63019705
184,258232,,,,
185,717549,,,,
186,235658,-122.3164773,47.52240262,-122.3164628,47.52239681
187,400099,,,,
188,47000,-122.3021527,47.63128754,-122.3021381,47.63128172
189,0,-122.3525433,47.70918478,-122.3525287,47.70917897
190,0,-122.2958401,47.70965413,-122.2958255,47.7096483
191,0,-122.3277254,47.66847245,-122.3277108,47.66846663
192,0,-122.3112047,47.6121861,-122.3111901,47.61218028
193,0,-122.34604,47.62963056,-122.3460254,47.62962475
194,200888,-122.3453235,47.63004234,-122.3453089,47.63003652
195,258232,,,,
196,165801,-122.3442643,47.63020184,-122.3442497,47.63019603
197,258177,,,,
198,165801,-122.3441311,47.63020086,-122.3441165,47.63019505
199,258177,,,,
200,149320,-122.262718,47.49629748,-122.2627034,47.49629167
201,145548,-122.3658994,47.55073833,-122.3658848,47.55073253
202,60000,-122.2654783,47.671937,-122.2654637,47.67193117
203,30000,-122.3594086,47.54612448,-122.359394,47.54611868
204,881177,-122.3084285,47.61199366,-122.3084139,47.61198784
205,707380,-122.321003,47.62924976,-122.3209884,47.62924394
206,500095,-122.3721705,47.67400568,-122.3721558,47.67399987
207,145373,-122.3143369,47.61218841,-122.3143223,47.6121826
208,452524,-122.2894814,47.59287253,-122.2894668,47.59286671
209,382069,-122.2895402,47.5837723,-122.2895256,47.58376649
210,254250,-122.3844736,47.67280918,-122.384459,47.67280336
211,389454,-122.2910549,47.60057065,-122.2910403,47.60056483
212,150000,-122.3618004,47.67817187,-122.3617858,47.67816606
213,171864,-122.2890224,47.67924884,-122.2890078,47.67924302
214,685695,-122.2907003,47.73041501,-122.2906856,47.73040918
215,560220,-122.2964052,47.61310578,-122.2963906,47.61309996
216,1407117,-122.3559724,47.73100528,-122.3559577,47.73099946
217,117198,-122.3325728,47.73130548,-122.3325581,47.73129966
218,455266,-122.2885438,47.61303524,-122.2885292,47.61302942
219,163051,-122.3396855,47.66910081,-122.3396708,47.66909499
220,20000,-122.3052872,47.73103333,-122.3052726,47.73102751
221,750000,-122.2857394,47.61308563,-122.2857248,47.61307981
222,650000,-122.2885411,47.6131189,-122.2885265,47.61311308
223,580385,-122.2885355,47.61320912,-122.2885209,47.6132033
224,45515,-122.374252,47.67362492,-122.3742374,47.67361911
225,300000,-122.3058942,47.61343692,-122.3058796,47.61343111
226,50641,-122.3731174,47.50856852,-122.3731028,47.50856271
227,1592699,-122.3187116,47.62209355,-122.318697,47.62208773
228,40000,-122.3584205,47.70644426,-122.3584058,47.70643844
229,223915,-122.3121766,47.60240724,-122.312162,47.60240143
230,285133,,,,
231,95575,-122.3149208,47.55812905,-122.3149062,47.55812323
232,212895,-122.3144263,47.59061331,-122.3144117,47.5906075
233,212895,-122.3144223,47.59054417,-122.3144077,47.59053836
234,218209,-122.3142515,47.59054267,-122.3142369,47.59053685
235,301305,-122.3345069,47.72909786,-122.3344923,47.72909203
236,315965,-122.3353103,47.73020206,-122.3352956,47.73019624
237,711655,-122.3738708,47.67968534,-122.3738562,47.67967952
238,223922,-122.3136973,47.61178611,-122.3136827,47.61178029
239,400000,-122.3139355,47.60552651,-122.3139209,47.60552069
240,127152,-122.2792576,47.54798708,-122.279243,47.54798126
241,197755,-122.2786428,47.5471822,-122.2786282,47.54717638
242,95000,-122.2908474,47.56402277,-122.2908328,47.56401695
243,200000,-122.3587599,47.67292972,-122.3587452,47.6729239
244,90000,-122.2598996,47.54776968,-122.259885,47.54776387
245,200000,-122.3648486,47.67437653,-122.364834,47.67437072
246,274379,-122.2700074,47.67879571,-122.2699928,47.67878988
247,564595,-122.2890371,47.67888437,-122.2890225,47.67887855
248,586682,-122.308664,47.60821386,-122.3086494,47.60820804
249,240000,-122.3770643,47.53796349,-122.3770497,47.53795769
250,602478,-122.3070023,47.62614256,-122.3069877,47.62613674
251,141953,-122.3938769,47.68553073,-122.3938623,47.68552491
252,175391,-122.3681036,47.67581572,-122.368089,47.6758099
253,58104,-122.3564483,47.69384098,-122.3564337,47.69383516
254,141953,-122.3500982,47.52222722,-122.3500836,47.52222141
255,154311,-122.3227993,47.69508249,-122.3227847,47.69507666
256,113098,-122.3091881,47.6977893,-122.3091734,47.69778348
257,141384,-122.3738508,47.69947075,-122.3738362,47.69946493
258,304643,-122.2555942,47.50902483,-122.2555797,47.50901901
259,70000,-122.3499226,47.70899979,-122.349908,47.70899397
260,138585,-122.2819415,47.7113765,-122.2819269,47.71137067
261,113436,-122.3093667,47.71248928,-122.3093521,47.71248346
262,30000,-122.3646673,47.7162449,-122.3646527,47.71623908
263,194492,-122.285575,47.72435541,-122.2855604,47.72434958
264,127685,-122.3065238,47.5744135,-122.3065092,47.57440768
265,22307,-122.4104345,47.57516747,-122.4104199,47.57516167
266,166331,-122.3814286,47.53115208,-122.381414,47.53114627
267,450000,-122.2796643,47.65717283,-122.2796497,47.65716701
268,450000,-122.2796643,47.65717283,-122.2796497,47.65716701
269,425443,-122.3066697,47.60708662,-122.3066551,47.60708081
270,425443,-122.3066697,47.60708662,-122.3066551,47.60708081
271,939097,-122.3716165,47.66921195,-122.3716019,47.66920614
272,549080,-122.3716195,47.66984181,-122.3716048,47.669836
273,58406,-122.312294,47.62942227,-122.3122793,47.62941645
274,75000,-122.3083027,47.62929402,-122.3082881,47.6292882
275,439621,-122.3208173,47.62924647,-122.3208027,47.62924065
276,232889,-122.3145942,47.61217647,-122.3145796,47.61217066
277,258378,-122.3435562,47.68825956,-122.3435415,47.68825374
278,553847,-122.3716573,47.66996086,-122.3716427,47.66995505
279,432980,-122.304548,47.60203145,-122.3045334,47.60202563
280,234305,-122.3147045,47.61217677,-122.3146899,47.61217096
281,406842,-122.3435219,47.68815105,-122.3435072,47.68814524
282,801113,-122.3718178,47.66920657,-122.3718032,47.66920075
283,354712,-122.3503354,47.53529832,-122.3503208,47.53529251
284,84744,-122.2778139,47.71137246,-122.2777992,47.71136663
285,606477,-122.3720232,47.66992367,-122.3720085,47.66991785
286,264340,-122.3720212,47.67002507,-122.3720066,47.67001926
287,256286,-122.2978035,47.61937622,-122.2977889,47.61937041
288,602629,-122.31952,47.62962902,-122.3195053,47.6296232
289,24495,-122.3127984,47.7107893,-122.3127838,47.71078348
290,24495,-122.3127984,47.7107893,-122.3127838,47.71078348
291,540256,-122.2856131,47.71071725,-122.2855985,47.71071142
292,503893,-122.3721687,47.67004134,-122.3721541,47.67003552
293,563117,-122.3721687,47.67004134,-122.3721541,47.67003552
294,307863,-122.2985459,47.61260595,-122.2985313,47.61260013
295,238764,-122.2848761,47.71142191,-122.2848614,47.71141609
296,72015,-122.2917289,47.71167247,-122.2917142,47.71166664
297,152279,-122.2911041,47.71180393,-122.2910895,47.7117981
298,477863,-122.2973205,47.7135223,-122.2973058,47.71351648
299,369431,-122.2964448,47.71354109,-122.2964302,47.71353526
300,214650,-122.3339089,47.61935672,-122.3338943,47.61935091
301,65000,-122.3571604,47.6852776,-122.3571457,47.68527178
302,54693,-122.3088169,47.71424304,-122.3088022,47.71423721
303,462660,-122.3605892,47.71466837,-122.3605745,47.71466255
304,20000,-122.3487214,47.71482917,-122.3487068,47.71482335
305,23995,-122.3317112,47.71475801,-122.3316965,47.71475219
306,123873,-122.3598644,47.71486548,-122.3598498,47.71485966
307,97155,-122.2889211,47.7145518,-122.2889065,47.71454597
308,15000,-122.3487374,47.71514087,-122.3487228,47.71513505
309,144250,-122.3160888,47.7149545,-122.3160742,47.71494868
310,90000,-122.3177173,47.71528848,-122.3177027,47.71528265
311,675057,-122.3272279,47.67458414,-122.3272133,47.67457832
312,675057,-122.3272279,47.67458414,-122.3272133,47.67457832
313,30000,-122.2933182,47.71464875,-122.2933036,47.71464293
314,418836,-122.3098796,47.61922756,-122.309865,47.61922174
315,496614,-122.3053914,47.71590392,-122.3053768,47.71589809
316,496614,-122.3053914,47.71590392,-122.3053768,47.71589809
317,1109320,-122.2948511,47.71587283,-122.2948365,47.71586701
318,50268,-122.3352861,47.71629756,-122.3352714,47.71629174
319,284600,-122.3381824,47.60636058,-122.3381678,47.60635476
320,629115,-122.3006822,47.63040582,-122.3006676,47.6304
321,629115,-122.3006822,47.63040582,-122.3006676,47.6304
322,629115,-122.3006822,47.63040582,-122.3006676,47.6304
323,1013644,-122.3171427,47.58985129,-122.3171281,47.58984547
324,100000,-122.2842341,47.71596724,-122.2842195,47.71596142
325,495441,-122.3111088,47.71616157,-122.3110942,47.71615574
326,495441,-122.3111088,47.71616157,-122.3110942,47.71615574
327,495441,-122.3111088,47.71616157,-122.3110942,47.71615574
328,399441,-122.3219187,47.71634866,-122.3219041,47.71634284
329,797034,-122.3211401,47.71637253,-122.3211255,47.71636671
330,591568,-122.3471308,47.62997003,-122.3471161,47.62996421
331,467018,-122.333871,47.71663799,-122.3338564,47.71663217
332,1228784,-122.2926051,47.71646998,-122.2925905,47.71646415
333,15000,-122.3076265,47.71697544,-122.3076118,47.71696962
334,432252,-122.3473386,47.62991714,-122.347324,47.62991132
335,209016,-122.3146583,47.69480576,-122.3146437,47.69479994
336,115611,-122.3545523,47.71761877,-122.3545376,47.71761295
337,639934,-122.3163636,47.62412435,-122.316349,47.62411854
338,357641,-122.3681371,47.63027807,-122.3681225,47.63027226
339,523373,-122.3162071,47.60729145,-122.3161925,47.60728563
340,400000,-122.3387637,47.60611613,-122.3387491,47.60611032
341,450000,-122.3387637,47.60611613,-122.3387491,47.60611032
342,197502,-122.3163033,47.64658945,-122.3162887,47.64658364
343,362303,-122.345441,47.63030014,-122.3454264,47.63029433
344,195000,-122.3142441,47.69376495,-122.3142295,47.69375913
345,20000,-122.3159842,47.60571544,-122.3159696,47.60570962
346,361189,-122.3452212,47.63030342,-122.3452066,47.6302976
347,7000,-122.309624,47.63120841,-122.3096094,47.6312026
348,422921,-122.3097105,47.61922279,-122.3096959,47.61921698
349,40000,-122.3071459,47.61920646,-122.3071312,47.61920064
350,1000,-122.3564558,47.71833238,-122.3564412,47.71832656
351,361102,-122.2818993,47.72251519,-122.2818847,47.72250936
352,312711,-122.3595986,47.64704822,-122.359584,47.64704241
353,111090,-122.3268514,47.67497747,-122.3268368,47.67497165
354,30000,-122.3596818,47.70348301,-122.3596671,47.7034772
355,44375,-122.3593291,47.69042232,-122.3593145,47.6904165
356,467708,-122.2980573,47.61980107,-122.2980427,47.61979525
357,293720,-122.3596093,47.64719255,-122.3595947,47.64718673
358,709556,-122.3742519,47.63683146,-122.3742373,47.63682565
359,1647412,-122.2942627,47.59201416,-122.2942481,47.59200834
360,904359,-122.3732817,47.67796788,-122.3732671,47.67796207
361,624429,-122.3697359,47.72445525,-122.3697212,47.72444944
362,1757955,-122.3268566,47.61217854,-122.3268419,47.61217273
363,1385598,-122.3413801,47.65961638,-122.3413654,47.65961056
364,812602,-122.3736846,47.6905327,-122.37367,47.69052688
365,474185,-122.2983328,47.61981084,-122.2983182,47.61980502
366,422920,-122.3271317,47.66666376,-122.3271171,47.66665795
367,252211,-122.3597282,47.64717625,-122.3597136,47.64717044
368,474350,-122.3144954,47.6056925,-122.3144807,47.60568668
369,371618,-122.3151311,47.55850959,-122.3151165,47.55850378
370,45000,-122.3406491,47.68386898,-122.3406345,47.68386316
371,90000,-122.3652635,47.72600878,-122.3652489,47.72600296
372,236760,-122.3593281,47.72656511,-122.3593135,47.72655929
373,70727,-122.3338491,47.72532594,-122.3338345,47.72532012
374,728277,-122.3145406,47.61169146,-122.314526,47.61168564
375,296550,-122.3400717,47.68605218,-122.3400571,47.68604636
376,472647,-122.356592,47.68206609,-122.3565773,47.68206028
377,323249,-122.3597366,47.64704713,-122.359722,47.64704132
378,538049,-122.2966807,47.72668185,-122.2966661,47.72667602
379,538049,-122.2966807,47.72668185,-122.2966661,47.72667602
380,56794,-122.3027482,47.72722141,-122.3027335,47.72721559
381,439550,-122.3020734,47.72771701,-122.3020588,47.72771118
382,228429,-122.2911955,47.72865499,-122.2911809,47.72864916
383,241793,-122.2914035,47.72864809,-122.2913889,47.72864227
384,1000,-122.2914035,47.72864809,-122.2913889,47.72864227
385,100000,-122.3579258,47.7296852,-122.3579111,47.72967938
386,179342,-122.2989271,47.72918282,-122.2989125,47.72917699
387,179342,-122.2989271,47.72918282,-122.2989125,47.72917699
388,283133,-122.2914174,47.72928858,-122.2914028,47.72928276
389,1000,-122.2885951,47.72977075,-122.2885804,47.72976492
390,1009450,-122.3406689,47.69790973,-122.3406543,47.69790391
391,561763,-122.3136624,47.71596041,-122.3136478,47.71595459
392,561763,-122.3136624,47.71596041,-122.3136478,47.71595459
393,0,-122.3140481,47.67635528,-122.3140335,47.67634946
394,0,-122.3138665,47.67635621,-122.3138519,47.67635039
395,0,-122.330084,47.72560946,-122.3300693,47.72560364
396,0,-122.356592,47.68206609,-122.3565773,47.68206028
397,0,-122.3587654,47.73025487,-122.3587508,47.73024905
398,0,-122.3144596,47.58080454,-122.314445,47.58079872
399,0,-122.3559687,47.73117055,-122.355954,47.73116473
400,0,-122.3003724,47.6132971,-122.3003578,47.61329128
401,0,-122.2951826,47.61346274,-122.295168,47.61345693
402,0,-122.3246916,47.61341192,-122.324677,47.6134061
403,0,-122.293535,47.73262945,-122.2935204,47.73262362
404,0,-122.2957581,47.60299683,-122.2957435,47.60299101
405,0,-122.3082089,47.58788417,-122.3081943,47.58787835
406,0,-122.3536455,47.63246771,-122.3536309,47.6324619
407,154757,-122.3148803,47.7100516,-122.3148656,47.71004578
408,1077371,-122.3049409,47.59284978,-122.3049263,47.59284396
409,0,-122.2899164,47.61202476,-122.2899018,47.61201894
410,121237,-122.3076214,47.62905621,-122.3076068,47.62905039
411,455824,-122.3064856,47.59269444,-122.306471,47.59268863
412,288000,-122.2979188,47.61192919,-122.2979042,47.61192337
413,292730,-122.3093691,47.61219583,-122.3093545,47.61219001
414,529320,-122.3066984,47.59269291,-122.3066838,47.59268709
415,111011,-122.2901305,47.61216311,-122.2901159,47.61215729
416,305699,-122.3092596,47.61217365,-122.309245,47.61216783
417,535826,-122.292853,47.61212999,-122.2928384,47.61212417
418,535826,-122.292853,47.61212999,-122.2928384,47.61212417
419,10000,-122.3072727,47.61208002,-122.3072581,47.6120742
420,459314,-122.2878899,47.61221089,-122.2878753,47.61220507
421,459314,-122.2878899,47.61221089,-122.2878753,47.61220507
422,77380,-122.3174554,47.64577955,-122.3174408,47.64577373
423,898010,-122.3091033,47.61215769,-122.3090887,47.61215187
424,505345,-122.2929074,47.61224762,-122.2928928,47.6122418
425,505345,-122.2929074,47.61224762,-122.2928928,47.6122418
426,7236697,-122.3420097,47.62959034,-122.3419951,47.62958452
427,379816,-122.3717858,47.67033118,-122.3717711,47.67032536
428,1798658,-122.3176012,47.70989948,-122.3175866,47.70989366
429,125000,-122.3565128,47.7112011,-122.3564982,47.71119528
430,7300733,-122.3336569,47.71027756,-122.3336423,47.71027174
431,1000,-122.2607267,47.49936836,-122.2607122,47.49936254
432,83812,-122.3525268,47.71136167,-122.3525121,47.71135585
433,522909,-122.2929186,47.61236157,-122.292904,47.61235575
434,522909,-122.2929186,47.61236157,-122.292904,47.61235575
435,292702,-122.3094205,47.61225296,-122.3094059,47.61224714
436,305727,-122.3093158,47.61227527,-122.3093012,47.61226945
437,300070,-122.3090919,47.61225335,-122.3090773,47.61224754
438,1497370,-122.3717895,47.66997497,-122.3717748,47.66996916
439,681030,-122.3717851,47.67046123,-122.3717705,47.67045541
440,430633,-122.2936635,47.59252496,-122.2936489,47.59251914
441,588336,-122.2905329,47.62941775,-122.2905183,47.62941193
442,588336,-122.2905329,47.62941775,-122.2905183,47.62941193
443,588336,-122.2905329,47.62941775,-122.2905183,47.62941193
444,5902325,-122.3571387,47.6487664,-122.3571241,47.64876059
445,51083,-122.3125117,47.70137864,-122.312497,47.70137282
446,250000,-122.3458736,47.66411579,-122.345859,47.66410997
447,250000,-122.3458736,47.66411579,-122.345859,47.66410997
448,250000,-122.3704156,47.70237195,-122.370401,47.70236614
449,771682,-122.3927143,47.51295099,-122.3926997,47.51294518
450,233288,-122.3199023,47.52575194,-122.3198877,47.52574613
451,233288,-122.3199023,47.52575194,-122.3198877,47.52574613
452,60000,-122.392651,47.51259487,-122.3926364,47.51258906
453,789942,-122.2984659,47.70248157,-122.2984512,47.70247575
454,789942,-122.2984659,47.70248157,-122.2984512,47.70247575
455,789942,-122.2984659,47.70248157,-122.2984512,47.70247575
456,254651,-122.3358985,47.7223284,-122.3358838,47.72232258
457,1078028,-122.3053173,47.60328008,-122.3053027,47.60327426
458,158891,-122.3011091,47.58703355,-122.3010945,47.58702773
459,201837,-122.3092868,47.58756504,-122.3092722,47.58755923
