OBJECTID,VALUE,long,lat,X,Y
24951,13049016,-122.3557815,47.69532033,-122.3557815,47.69532033
24952,136946,-122.3151968,47.6106912,-122.3151968,47.6106912
24953,1000,-122.3098962,47.61057362,-122.3098962,47.61057362
24954,298202,-122.3060389,47.61024446,-122.3060389,47.61024446
24955,0,-122.3060389,47.61024446,-122.3060389,47.61024446
24956,295354,-122.298637,47.59434907,-122.298637,47.59434907
24957,0,-122.3287974,47.60707352,-122.3287974,47.60707352
24958,0,-122.3468794,47.65025911,-122.3468794,47.65025911
24959,0,-122.3468794,47.65025911,-122.3468794,47.65025911
24960,90678,-122.3685802,47.67973137,-122.3685802,47.67973137
24961,238449,-122.3474998,47.53360178,-122.3474998,47.53360178
24962,233770,-122.3096608,47.61056751,-122.3096607,47.61056751
24963,370715,-122.4001755,47.6956363,-122.4001755,47.6956363
24964,199241,-122.3766127,47.69574371,-122.3766127,47.69574371
24965,199241,-122.3765126,47.69574116,-122.3765126,47.69574116
24966,199241,-122.3763684,47.6957405,-122.3763684,47.6957405
24967,199241,-122.3762572,47.69573944,-122.3762572,47.69573944
24968,199241,-122.3761551,47.69573821,-122.3761551,47.6957382
24969,429972,-122.3580879,47.52150365,-122.3580879,47.52150365
24970,589467,-122.3595306,47.52153923,-122.3595306,47.52153923
24971,1000,-122.3595306,47.52153923,-122.3595306,47.52153923
24972,1000,-122.3595306,47.52153923,-122.3595306,47.52153923
24973,27313,-122.3104553,47.61057243,-122.3104553,47.61057243
24974,70000,-122.2952439,47.61027179,-122.2952439,47.61027179
24975,125875,-122.3461933,47.68165182,-122.3461933,47.68165182
24976,445293,-122.3693373,47.65211427,-122.3693373,47.65211427
24977,40000,-122.3537089,47.69572519,-122.3537089,47.69572519
24978,273043,-122.349636,47.52134307,-122.349636,47.52134307
24979,0,-122.3512245,47.62742582,-122.3512245,47.62742582
24980,756453,-122.3512245,47.62742582,-122.3512245,47.62742582
24981,0,-122.3512245,47.62742582,-122.3512245,47.62742582
24982,194035,-122.2976105,47.59424733,-122.2976105,47.59424733
24983,2000,-122.346721,47.6502899,-122.346721,47.6502899
24984,0,-122.3469339,47.66236486,-122.3469339,47.66236486
24985,206739,-122.3183047,47.67267008,-122.3183047,47.67267008
24986,217904,-122.3474969,47.53353755,-122.3474969,47.53353755
24987,176184,-122.2646626,47.52175065,-122.2646625,47.52175065
24988,156494,-122.2646626,47.52175065,-122.2646625,47.52175065
24989,156494,-122.2646626,47.52175065,-122.2646625,47.52175065
24990,180484,-122.2646626,47.52175065,-122.2646625,47.52175065
24991,156494,-122.2646626,47.52175065,-122.2646625,47.52175065
24992,56400,-122.2646626,47.52175065,-122.2646625,47.52175065
24993,91890,-122.2646626,47.52175065,-122.2646625,47.52175065
24994,0,-122.3478043,47.67298245,-122.3478043,47.67298245
24995,110000,-122.3184363,47.67928801,-122.3184363,47.67928801
24996,916882,-122.3572703,47.52126678,-122.3572703,47.52126678
24997,516722,-122.3149059,47.61067643,-122.3149059,47.61067643
24998,59692,-122.2986361,47.59420639,-122.2986361,47.59420639
24999,223441,-122.2963542,47.59410385,-122.2963542,47.59410385
25000,0,-122.2950197,47.59418537,-122.2950197,47.59418537
25001,0,-122.2950197,47.59418537,-122.2950197,47.59418537
25002,247312,-122.297544,47.59424231,-122.297544,47.59424231
25003,344501,-122.3689643,47.69224083,-122.3689643,47.69224083
25004,0,-122.3689643,47.69224083,-122.3689643,47.69224083
25005,212116,-122.3474985,47.53345308,-122.3474985,47.53345308
25006,112740,-122.3687507,47.69080602,-122.3687507,47.69080602
25007,112740,-122.3687507,47.69080602,-122.3687507,47.69080602
25008,183731,-122.295679,47.59406656,-122.2956789,47.59406656
25009,144822,-122.3452246,47.6274881,-122.3452246,47.6274881
25010,0,-122.3468566,47.73199228,-122.3468566,47.73199228
25011,36681087,-122.3468566,47.73199228,-122.3468566,47.73199228
25012,168811,-122.3690835,47.66553613,-122.3690835,47.66553613
25013,0,-122.3690835,47.66553613,-122.3690835,47.66553613
25014,1,-122.3043325,47.69472861,-122.3043325,47.69472861
25015,256333,-122.308322,47.61074447,-122.308322,47.61074447
25016,0,-122.308322,47.61074447,-122.308322,47.61074447
25017,59692,-122.2988116,47.59420539,-122.2988116,47.59420539
25018,414790,-122.296088,47.5940987,-122.296088,47.5940987
25019,168846,-122.2952056,47.59412159,-122.2952056,47.59412159
25020,0,-122.3447556,47.6275235,-122.3447556,47.6275235
25021,387176,-122.3447556,47.6275235,-122.3447556,47.6275235
25022,21307308,-122.3393911,47.62002132,-122.3393911,47.62002132
25023,7974173,-122.3367196,47.61778728,-122.3367196,47.61778728
25024,90000,-122.3367196,47.61778728,-122.3367196,47.61778728
25025,305952,-122.3680823,47.71619807,-122.3680823,47.71619807
25026,317898,-122.3688023,47.69094028,-122.3688023,47.69094028
25027,61811,-122.3690936,47.66601132,-122.3690936,47.66601132
25028,61811,-122.3692289,47.66601401,-122.3692289,47.66601401
25029,100000,-122.311878,47.6950121,-122.311878,47.6950121
25030,291892,-122.2930949,47.69495389,-122.2930949,47.69495389
25031,0,-122.2930949,47.69495389,-122.2930949,47.69495389
25032,271651,-122.2751116,47.69458336,-122.2751116,47.69458336
25033,321023,-122.3071849,47.69513183,-122.3071849,47.69513183
25034,0,-122.3071849,47.69513183,-122.3071849,47.69513183
25035,429025,-122.3878281,47.69534499,-122.3878281,47.69534499
25036,0,-122.3878281,47.69534499,-122.3878281,47.69534499
25037,295647,-122.3903971,47.52259453,-122.3903971,47.52259453
25038,273788,-122.2749963,47.69464088,-122.2749963,47.69464088
25039,0,-122.2749963,47.69464088,-122.2749963,47.69464088
25040,309855,-122.3018714,47.69508123,-122.3018714,47.69508123
25041,422026,-122.3992016,47.69536869,-122.3992016,47.69536869
25042,0,-122.3992016,47.69536869,-122.3992016,47.69536869
25043,265641,-122.2748874,47.69471161,-122.2748874,47.69471161
25044,141394,-122.3180366,47.69527989,-122.3180366,47.69527989
25045,183731,-122.2956996,47.59397987,-122.2956996,47.59397987
25046,0,-122.2956996,47.59397987,-122.2956996,47.59397987
25047,313164,-122.2956869,47.69511343,-122.2956869,47.69511343
25048,0,-122.2956869,47.69511343,-122.2956869,47.69511343
25049,306688,-122.3903881,47.52250822,-122.3903881,47.52250822
25050,0,-122.3903881,47.52250822,-122.3903881,47.52250822
25051,298747,-122.3178051,47.69527974,-122.3178051,47.69527974
25052,0,-122.3178051,47.69527974,-122.3178051,47.69527974
25053,421000,-122.2734845,47.52190675,-122.2734845,47.52190675
25054,0,-122.2734845,47.52190675,-122.2734845,47.52190675
25055,50000,-122.3165182,47.62694892,-122.3165182,47.62694892
25056,130196,-122.2951711,47.59401302,-122.2951711,47.59401302
25057,0,-122.2951711,47.59401302,-122.2951711,47.59401302
25058,419126,-122.2876922,47.69506341,-122.2876922,47.69506341
25059,0,-122.2775036,47.52160036,-122.2775036,47.52160036
25060,202045,-122.2958694,47.59412053,-122.2958694,47.59412053
25061,32000,-122.3258494,47.62673601,-122.3258494,47.62673601
25062,259065,-122.2981339,47.59414813,-122.2981339,47.59414812
25063,411347,-122.3467117,47.66482855,-122.3467117,47.66482855
25064,142056,-122.3177935,47.69619454,-122.3177935,47.69619454
25065,229042,-122.3536558,47.52051187,-122.3536558,47.52051187
25066,277995,-122.3559408,47.52057131,-122.3559408,47.52057131
25067,158172,-122.3761922,47.52040816,-122.3761922,47.52040816
25068,0,-122.3750751,47.69654341,-122.3750751,47.6965434
25069,527082,-122.3750751,47.69654341,-122.3750751,47.6965434
25070,538699,-122.354222,47.5205557,-122.354222,47.5205557
25071,0,-122.3619982,47.52065723,-122.3619982,47.52065723
25072,298605,-122.3412306,47.69624695,-122.3412306,47.69624695
25073,499409,-122.3180389,47.69626988,-122.3180389,47.69626988
25074,422288,-122.3697259,47.69665276,-122.3697259,47.69665276
25075,0,-122.3145925,47.69632455,-122.3145925,47.69632455
25076,277178,-122.3559427,47.52045967,-122.3559427,47.52045967
25077,274444,-122.3559427,47.52045967,-122.3559427,47.52045967
25078,0,-122.3559427,47.52045967,-122.3559427,47.52045967
25079,108546,-122.3509729,47.69654896,-122.3509729,47.69654896
25080,339142,-122.3495231,47.69620642,-122.349523,47.69620642
25081,437709,-122.3554802,47.52044573,-122.3554802,47.52044573
25082,252462,-122.2950269,47.59368931,-122.2950269,47.59368931
25083,6496665,-122.2875354,47.59373668,-122.2875354,47.59373668
25084,28000,-122.3462316,47.70383005,-122.3462316,47.70383005
25085,477449,-122.3460572,47.68050407,-122.3460572,47.68050407
25086,0,-122.3460572,47.68050407,-122.3460572,47.68050407
25087,386616,-122.3459334,47.69885819,-122.3459334,47.69885819
25088,441244,-122.3457134,47.69929052,-122.3457134,47.69929052
25089,0,-122.3703286,47.66422937,-122.3703286,47.66422937
25090,1000,-122.3703434,47.67144025,-122.3703433,47.67144025
25091,203240,-122.3247316,47.51877385,-122.3247316,47.51877385
25092,500000,-122.3199719,47.62794437,-122.3199719,47.62794437
25093,266258,-122.3079116,47.59346209,-122.3079116,47.59346209
25094,30000,-122.3455436,47.70164264,-122.3455436,47.70164264
25095,393819,-122.3457938,47.69904598,-122.3457938,47.69904598
25096,301925,-122.3702748,47.66597397,-122.3702748,47.66597397
25097,220430,-122.3702748,47.66597397,-122.3702748,47.66597397
25098,0,-122.3702748,47.66597397,-122.3702748,47.66597397
25099,150000,-122.3076814,47.62803111,-122.3076814,47.62803111
25100,100000,-122.3465063,47.69032625,-122.3465063,47.69032625
25101,159632,-122.3692713,47.66552698,-122.3692713,47.66552698
25102,0,-122.3692713,47.66552698,-122.3692713,47.66552698
25103,256560,-122.3251907,47.51894068,-122.3251907,47.51894068
25104,396276,-122.3099602,47.61132261,-122.3099602,47.61132261
25105,300000,-122.3452604,47.68132788,-122.3452604,47.68132788
25106,0,-122.3452604,47.68132788,-122.3452604,47.68132788
25107,15000,-122.3452604,47.68132788,-122.3452604,47.68132788
25108,198803,-122.345922,47.69998676,-122.345922,47.69998676
25109,20000,-122.3702937,47.66888166,-122.3702937,47.66888166
25110,0,-122.3488114,47.534257,-122.3488114,47.534257
25111,218342,-122.3487167,47.53425469,-122.3487167,47.53425469
25112,0,-122.2831908,47.69669279,-122.2831908,47.69669279
25113,356783,-122.3201022,47.69700138,-122.3201022,47.69700138
25114,208375,-122.3771093,47.51904551,-122.3771093,47.51904551
25115,298852,-122.3791064,47.6711031,-122.3791064,47.6711031
25116,132504,-122.3159024,47.62609097,-122.3159024,47.62609097
25117,190355,-122.3923064,47.67003412,-122.3923064,47.67003412
25118,179276,-122.3923064,47.67003412,-122.3923064,47.67003412
25119,170659,-122.3911216,47.69300325,-122.3911216,47.69300325
25120,151432,-122.3068588,47.71500028,-122.3068588,47.71500028
25121,1000,-122.2949714,47.71453315,-122.2949714,47.71453315
25122,187000,-122.382561,47.69920345,-122.382561,47.69920345
25123,126872,-122.2973464,47.587129,-122.2973464,47.587129
25124,115000,-122.2762311,47.55626006,-122.2762311,47.55626005
25125,161356,-122.3654752,47.69867713,-122.3654752,47.69867713
25126,0,-122.2985148,47.69825317,-122.2985148,47.69825317
25127,486616,-122.2730792,47.51350371,-122.2730792,47.51350371
25128,97112,-122.3751376,47.70105529,-122.3751376,47.70105529
25129,288226,-122.3379382,47.70052756,-122.3379382,47.70052756
25130,186768,-122.3391715,47.70059142,-122.3391715,47.70059142
25131,1,-122.3515749,47.69079149,-122.3515749,47.69079149
25132,198550,-122.3693166,47.66672883,-122.3693166,47.66672883
25133,70000,-122.3695685,47.70034897,-122.3695685,47.70034897
25134,46078,-122.3204591,47.54430221,-122.3204591,47.54430221
25135,353500,-122.3239025,47.52041893,-122.3239025,47.52041893
25136,353500,-122.3239123,47.52031885,-122.3239123,47.52031885
25137,353500,-122.3239123,47.52031885,-122.3239123,47.52031885
25138,353500,-122.3234906,47.52031007,-122.3234906,47.52031007
25139,353500,-122.3234906,47.52031007,-122.3234906,47.52031007
25140,361713,-122.3144623,47.6109754,-122.3144623,47.6109754
25141,0,-122.3144623,47.6109754,-122.3144623,47.6109754
25142,215314,-122.2958909,47.59387459,-122.2958909,47.59387459
25143,0,-122.292964,47.59411597,-122.292964,47.59411597
25144,475028,-122.292964,47.59411597,-122.292964,47.59411597
25145,6000,-122.3462415,47.68087404,-122.3462415,47.68087404
25146,457684,-122.3480872,47.53385594,-122.3480872,47.53385594
25147,0,-122.3480872,47.53385594,-122.3480872,47.53385594
25148,361713,-122.314637,47.61097054,-122.314637,47.61097054
25149,221805,-122.3091316,47.61098883,-122.3091316,47.61098882
25150,0,-122.3091316,47.61098883,-122.3091316,47.61098882
25151,75000,-122.3050786,47.6273316,-122.3050786,47.6273316
25152,418007,-122.2970904,47.59398638,-122.2970904,47.59398638
25153,201481,-122.2958896,47.59382748,-122.2958896,47.59382748
25154,237448,-122.2984243,47.59392762,-122.2984243,47.59392762
25155,72201,-122.369609,47.6758215,-122.369609,47.67582149
25156,59692,-122.2988236,47.59396774,-122.2988236,47.59396774
25157,35000,-122.3690514,47.62739979,-122.3690514,47.62739979
25158,0,-122.2874887,47.59392175,-122.2874887,47.59392175
25159,629417,-122.2874887,47.59392175,-122.2874887,47.59392175
25160,324363,-122.3463633,47.69437679,-122.3463633,47.69437679
25161,50000,-122.3561941,47.52085054,-122.3561941,47.52085054
25162,331788,-122.3408702,47.69606645,-122.3408702,47.69606645
25163,331788,-122.3408702,47.69606645,-122.3408702,47.69606645
25164,319409,-122.341284,47.69606541,-122.341284,47.69606541
25165,319409,-122.341284,47.69606541,-122.341284,47.69606541
25166,341145,-122.3408693,47.69630014,-122.3408692,47.69630014
25167,0,-122.3899599,47.69624608,-122.3899599,47.69624608
25168,471884,-122.3899599,47.69624608,-122.3899599,47.69624608
25169,14000,-122.3391141,47.52065572,-122.3391141,47.52065572
25170,20500,-122.3391141,47.52065572,-122.3391141,47.52065572
25171,178975,-122.3412772,47.69616177,-122.3412772,47.69616177
25172,0,-122.3410417,47.69617161,-122.3410417,47.69617161
25173,180992,-122.3608958,47.52599743,-122.3608958,47.52599743
25174,180992,-122.3608958,47.52599743,-122.3608958,47.52599743
25175,190812,-122.3608958,47.52599743,-122.3608958,47.52599743
25176,0,-122.3654752,47.69867713,-122.3654752,47.69867713
25177,0,-122.2733858,47.69816119,-122.2733858,47.69816119
25178,547532,-122.2733858,47.69816119,-122.2733858,47.69816119
25179,161356,-122.3657602,47.69868315,-122.3657602,47.69868315
25180,1,-122.2905721,47.5440194,-122.2905721,47.5440194
25181,349378,-122.2836323,47.63446043,-122.2836322,47.63446043
25182,156807,-122.3006867,47.61918017,-122.3006867,47.61918017
25183,186069,-122.3006867,47.61918017,-122.3006867,47.61918017
25184,151400,-122.3104483,47.72581071,-122.3104483,47.72581071
25185,163140,-122.2646042,47.5266053,-122.2646042,47.5266053
25186,197337,-122.3048515,47.55176685,-122.3048515,47.55176685
25187,50000,-122.3269621,47.62701775,-122.3269621,47.62701775
25188,186768,-122.3391772,47.70048886,-122.3391772,47.70048886
25189,0,-122.3515749,47.69079149,-122.3515749,47.69079149
25190,0,-122.3060105,47.69375007,-122.3060105,47.69375007
25191,0,-122.3060105,47.69375007,-122.3060105,47.69375007
25192,78700,-122.2738863,47.55807629,-122.2738863,47.55807629
25193,176735,-122.2704989,47.51919184,-122.2704989,47.51919184
25194,201699,-122.3462692,47.65323078,-122.3462692,47.65323078
25195,1000,-122.3832514,47.57508211,-122.3832514,47.5750821
25196,1,-122.3377682,47.60740144,-122.3377682,47.60740144
25197,109000,-122.3047555,47.60495976,-122.3047555,47.60495976
25198,0,-122.3410417,47.69617161,-122.3410417,47.69617161
25199,194714,-122.3410417,47.69617161,-122.3410417,47.69617161
25200,26000,-122.3361637,47.69636459,-122.3361636,47.69636459
25201,89229,-122.3609713,47.69639167,-122.3609713,47.69639167
25202,424910,-122.320545,47.69615013,-122.320545,47.69615013
25203,0,-122.320545,47.69615013,-122.320545,47.69615013
25204,0,-122.3409856,47.69625019,-122.3409856,47.69625019
25205,298605,-122.3409856,47.69625019,-122.3409856,47.69625019
25206,278396,-122.3180391,47.69611671,-122.3180391,47.69611671
25207,391596,-122.3205145,47.62750373,-122.3205145,47.62750373
25208,0,-122.3205145,47.62750373,-122.3205145,47.62750373
25209,241912,-122.3094033,47.61099052,-122.3094033,47.61099052
25210,0,-122.2970391,47.59399435,-122.2970391,47.59399435
25211,312688,-122.2970391,47.59399435,-122.2970391,47.59399435
25212,215314,-122.2958883,47.5937818,-122.2958883,47.5937818
25213,394010,-122.2982285,47.59401428,-122.2982285,47.59401428
25214,225267,-122.3463037,47.65062698,-122.3463037,47.65062698
25215,0,-122.3463037,47.65062698,-122.3463037,47.65062698
25216,25000,-122.3463394,47.69031403,-122.3463394,47.69031403
25217,317662,-122.3178185,47.68056835,-122.3178185,47.68056835
25218,332555,-122.3751626,47.6964069,-122.3751626,47.6964069
25219,0,-122.3398811,47.69650177,-122.3398811,47.69650177
25220,276356,-122.3398811,47.69650177,-122.3398811,47.69650177
25221,338039,-122.3412345,47.69638187,-122.3412345,47.69638187
25222,284086,-122.317845,47.69632954,-122.3178449,47.69632954
25223,0,-122.3546619,47.52035323,-122.3546619,47.52035323
25224,274683,-122.3372573,47.69652211,-122.3372573,47.69652211
25225,162006,-122.3497526,47.69620079,-122.3497526,47.69620079
25226,170000,-122.3520239,47.52043556,-122.3520239,47.52043556
25227,435793,-122.355684,47.52045134,-122.355684,47.52045134
25228,250449,-122.287903,47.52095481,-122.287903,47.52095481
25229,227921,-122.3238787,47.5201409,-122.3238786,47.5201409
25230,294390,-122.340991,47.69637856,-122.340991,47.69637856
25231,295354,-122.2986408,47.59387556,-122.2986408,47.59387556
25232,0,-122.2986408,47.59387556,-122.2986408,47.59387556
25233,386616,-122.3461491,47.69887913,-122.346149,47.69887913
25234,18000,-122.3462839,47.69986045,-122.3462839,47.69986045
25235,185910,-122.3696769,47.66658511,-122.3696769,47.66658511
25236,247809,-122.3485653,47.53502135,-122.3485653,47.53502135
25237,239419,-122.3700766,47.63790352,-122.3700766,47.63790352
25238,1249690,-122.3350454,47.5205168,-122.3350454,47.5205168
25239,162006,-122.3497541,47.69628318,-122.3497541,47.69628318
25240,435793,-122.3554333,47.5203239,-122.3554333,47.5203239
25241,301280,-122.3569522,47.5203476,-122.3569521,47.5203476
25242,227921,-122.3238746,47.51999814,-122.3238746,47.51999814
25243,556983,-122.3554257,47.52023785,-122.3554257,47.52023785
25244,0,-122.3554257,47.52023785,-122.3554257,47.52023785
25245,0,-122.3567425,47.5202282,-122.3567425,47.5202282
25246,259904,-122.3567425,47.5202282,-122.3567425,47.5202282
25247,311161,-122.3537555,47.52021889,-122.3537555,47.52021889
25248,326534,-122.3577858,47.69701742,-122.3577858,47.69701742
25249,0,-122.3577858,47.69701742,-122.3577858,47.69701742
25250,12672335,-122.334862,47.52012768,-122.334862,47.52012768
25251,359940,-122.3405655,47.69695916,-122.3405655,47.69695916
25252,435709,-122.3553806,47.52011975,-122.3553805,47.52011975
25253,483308,-122.3570436,47.52010348,-122.3570436,47.52010348
25254,735490,-122.3570436,47.52010348,-122.3570436,47.52010348
25255,0,-122.3570436,47.52010348,-122.3570436,47.52010348
25256,20000,-122.3515441,47.69712361,-122.3515441,47.69712361
25257,0,-122.3882745,47.69704963,-122.3882745,47.69704963
25258,429230,-122.3882745,47.69704963,-122.3882745,47.69704963
25259,310271,-122.3706653,47.69705357,-122.3706653,47.69705357
25260,0,-122.3389453,47.69706931,-122.3389453,47.69706931
25261,414901,-122.3570791,47.51994752,-122.3570791,47.51994752
25262,159111,-122.3495362,47.69670522,-122.3495362,47.69670522
25263,59674,-122.3703583,47.69723176,-122.3703583,47.69723176
25264,263689,-122.3520207,47.51987544,-122.3520207,47.51987544
25265,435831,-122.3557197,47.51988711,-122.3557197,47.51988711
25266,426199,-122.3567191,47.51995006,-122.3567191,47.51995006
25267,0,-122.3567191,47.51995006,-122.3567191,47.51995006
25268,0,-122.359675,47.69713972,-122.359675,47.69713972
25269,300116,-122.359675,47.69713972,-122.359675,47.69713972
25270,225978,-122.3391996,47.69706179,-122.3391996,47.69706179
25271,242487,-122.3125144,47.61121393,-122.3125144,47.61121393
25272,35000,-122.3111889,47.61119533,-122.3111889,47.61119533
25273,220789,-122.3072386,47.61108392,-122.3072386,47.61108392
25274,220789,-122.3072386,47.61108392,-122.3072386,47.61108392
25275,0,-122.3072386,47.61108392,-122.3072386,47.61108392
25276,117579,-122.2988509,47.59386142,-122.2988508,47.59386142
25277,240440,-122.2951647,47.59370755,-122.2951647,47.59370755
25278,0,-122.2951647,47.59370755,-122.2951647,47.59370755
25279,433940,-122.3586918,47.62740871,-122.3586918,47.62740871
25280,374668,-122.2930032,47.59369301,-122.2930032,47.59369301
25281,140475,-122.3484266,47.53424403,-122.3484266,47.53424403
25282,185910,-122.3696642,47.66672019,-122.3696642,47.66672019
25283,212977,-122.299681,47.61076156,-122.299681,47.61076156
25284,185910,-122.3697698,47.66671639,-122.3697698,47.66671639
25285,12947216,-122.3355138,47.52012739,-122.3355138,47.52012739
25286,259059,-122.3670474,47.69717294,-122.3670474,47.69717294
25287,0,-122.3670474,47.69717294,-122.3670474,47.69717294
25288,159111,-122.3497705,47.69670728,-122.3497705,47.69670728
25289,79534,-122.3751509,47.69724681,-122.3751509,47.69724681
25290,433793,-122.3553926,47.51989607,-122.3553926,47.51989607
25291,59308,-122.3609435,47.69727515,-122.3609435,47.69727515
25292,295299,-122.3399139,47.69720134,-122.3399139,47.69720134
25293,248277,-122.3617458,47.69729005,-122.3617458,47.69729005
25294,139486,-122.3596656,47.69727234,-122.3596656,47.69727234
25295,0,-122.3596656,47.69727234,-122.3596656,47.69727234
25296,301052,-122.3773952,47.51970426,-122.3773952,47.51970426
25297,304116,-122.3649544,47.69729016,-122.3649544,47.69729016
25298,293254,-122.3400833,47.69720207,-122.3400833,47.69720207
25299,274437,-122.376283,47.51962815,-122.376283,47.51962815
25300,0,-122.3691197,47.69739568,-122.3691197,47.69739568
25301,450682,-122.3403554,47.69739867,-122.3403554,47.69739867
25302,0,-122.3403554,47.69739867,-122.3403554,47.69739867
25303,0,-122.3596606,47.69742264,-122.3596606,47.69742264
25304,405406,-122.3928894,47.52032899,-122.3928894,47.52032899
25305,0,-122.3928894,47.52032899,-122.3928894,47.52032899
25306,295299,-122.3401039,47.6973288,-122.3401039,47.6973288
25307,168600,-122.2888506,47.6864483,-122.2888505,47.6864483
25308,225856,-122.3657084,47.56574468,-122.3657084,47.56574468
25309,17300,-122.3632791,47.64726052,-122.3632791,47.64726052
25310,400403,-122.3959259,47.64746383,-122.3959259,47.64746383
25311,174962,-122.273296,47.55176018,-122.273296,47.55176018
25312,6000,-122.3171321,47.66786929,-122.3171321,47.66786929
25313,171000,-122.3896234,47.54644466,-122.3896234,47.54644466
25314,315251,-122.2773485,47.56003935,-122.2773485,47.56003935
25315,634000,-122.3771105,47.68176497,-122.3771105,47.68176497
25316,1,-122.3771105,47.68176497,-122.3771105,47.68176497
25317,337638,-122.4171121,47.57627556,-122.4171121,47.57627556
25318,349224,-122.2621829,47.54343897,-122.2621829,47.54343897
25319,161356,-122.3654862,47.69874163,-122.3654862,47.69874163
25320,200075,-122.3617446,47.69887372,-122.3617446,47.69887372
25321,25000,-122.3548729,47.69909119,-122.3548729,47.69909119
25322,0,-122.3596655,47.698843,-122.3596654,47.698843
25323,154684,-122.3596655,47.698843,-122.3596654,47.698843
25324,385341,-122.3610861,47.69886038,-122.3610861,47.69886038
25325,0,-122.3610861,47.69886038,-122.3610861,47.69886038
25326,0,-122.3401039,47.6973288,-122.3401039,47.6973288
25327,408411,-122.3405859,47.69748232,-122.3405858,47.69748232
25328,293254,-122.3399116,47.69733878,-122.3399115,47.69733878
25329,754617,-122.320562,47.62763515,-122.320562,47.62763515
25330,427921,-122.3091278,47.611086,-122.3091278,47.611086
25331,438299,-122.2969509,47.59387263,-122.2969509,47.59387263
25332,0,-122.2969509,47.59387263,-122.2969509,47.59387263
25333,241845,-122.2964894,47.61074878,-122.2964894,47.61074878
25334,262835,-122.2982154,47.59386821,-122.2982154,47.59386821
25335,4000,-122.3460687,47.6794338,-122.3460687,47.6794338
25336,0,-122.3461831,47.69029243,-122.3461831,47.69029243
25337,263476,-122.3461831,47.69029243,-122.3461831,47.69029243
25338,441244,-122.3461951,47.6994529,-122.3461951,47.6994529
25339,0,-122.369745,47.6641943,-122.369745,47.6641943
25340,240675,-122.3699182,47.66601253,-122.3699182,47.66601253
25341,0,-122.3699182,47.66601253,-122.3699182,47.66601253
25342,0,-122.3699182,47.66601253,-122.3699182,47.66601253
25343,185910,-122.3697667,47.66658271,-122.3697667,47.66658271
25344,348661,-122.3699931,47.67485002,-122.3699931,47.67485002
25345,497272,-122.3484983,47.53435375,-122.3484983,47.53435375
25346,0,-122.3943599,47.52044919,-122.3943599,47.52044919
25347,281207,-122.3943599,47.52044919,-122.3943599,47.52044919
25348,255122,-122.394164,47.5203134,-122.394164,47.5203134
25349,0,-122.394164,47.5203134,-122.394164,47.5203134
25350,26927,-122.3817589,47.69772578,-122.3817589,47.69772578
25351,895384,-122.315141,47.61125777,-122.315141,47.61125777
25352,0,-122.315141,47.61125777,-122.315141,47.61125777
25353,242487,-122.3135594,47.61125195,-122.3135594,47.61125195
25354,250199,-122.2890847,47.61130713,-122.2890847,47.61130713
25355,324110,-122.3869226,47.51894633,-122.3869226,47.51894633
25356,259532,-122.3252056,47.51926239,-122.3252056,47.51926239
25357,464584,-122.3958826,47.51788487,-122.3958826,47.51788487
25358,0,-122.3958826,47.51788487,-122.3958826,47.51788487
25359,0,-122.3978471,47.51776896,-122.3978471,47.51776896
25360,250638,-122.3257143,47.51929837,-122.3257143,47.51929837
25361,2,-122.3256779,47.51916052,-122.3256779,47.51916052
25362,0,-122.3256779,47.51916052,-122.3256779,47.51916052
25363,259532,-122.3256779,47.51916052,-122.3256779,47.51916052
25364,390114,-122.2906296,47.61143846,-122.2906296,47.61143846
25365,365027,-122.345733,47.68088833,-122.345733,47.68088833
25366,64833,-122.3449359,47.68162361,-122.3449359,47.68162361
25367,0,-122.3456455,47.68458419,-122.3456454,47.68458419
25368,215619,-122.3773565,47.51904078,-122.3773565,47.51904078
25369,207876,-122.3771148,47.51897487,-122.3771148,47.51897487
25370,0,-122.3771148,47.51897487,-122.3771148,47.51897487
25371,223207,-122.3773577,47.51897842,-122.3773577,47.51897842
25372,0,-122.3762886,47.51894667,-122.3762886,47.51894667
25373,0,-122.3762886,47.51894667,-122.3762886,47.51894667
25374,205683,-122.3774283,47.51891127,-122.3774283,47.51891126
25375,0,-122.3412268,47.69812537,-122.3412268,47.69812537
25376,139078,-122.3412268,47.69812537,-122.3412268,47.69812537
25377,150000,-122.3564355,47.69826896,-122.3564355,47.69826896
25378,227274,-122.3664279,47.69820034,-122.3664279,47.69820034
25379,0,-122.3664279,47.69820034,-122.3664279,47.69820034
25380,868639,-122.3701579,47.66384617,-122.3701579,47.66384617
25381,868639,-122.3701579,47.66384617,-122.3701579,47.66384617
25382,278670,-122.348529,47.53422394,-122.348529,47.53422394
25383,16500,-122.3900366,47.51950566,-122.3900366,47.51950566
25384,306184,-122.314529,47.61132365,-122.314529,47.61132365
25385,0,-122.314529,47.61132365,-122.314529,47.61132365
25386,241845,-122.296523,47.61094427,-122.296523,47.61094427
25387,273052,-122.3459928,47.69044205,-122.3459928,47.69044205
25388,0,-122.3698844,47.66420157,-122.3698844,47.66420157
25389,1218348,-122.296376,47.59362741,-122.296376,47.59362741
25390,0,-122.296376,47.59362741,-122.296376,47.59362741
25391,387555,-122.3589233,47.62739999,-122.3589233,47.62739999
25392,393898,-122.2642493,47.51835856,-122.2642493,47.51835856
